page	col	note_no	note_text	anchor_words	anchor_in_our_latin	layer
100	0191	a	Verum est. Huic articulo subdit Pratensis sancti Eligii translationem. Sed quid hoc in re peccavit? Facta est haec translatio medio septimo saeculo et in Gallicanis ecclesiis praecipue celebrata: ut extra culpam non esset iste codex si eam omisisset; et non omisisse vitio dat Sollerius: quanquam Pratensi consentiunt septem ex codicibus quos vidit, et undecim quos ipse. BOUILLART.	[ *Addit Bouillart.:* (a) Item translatio sancti Eligii	yes, key read at the plate 2026-09-22 (leaf n100, corners 191/192) corners 191/192; anchor re-taken from our Latin 2026-09-22	cn
102	0195	a	In Solleriana editione Vigilius hoc loco motus est et ad xxxi diem Januarii retroactus, ubi Sollerius erasum fuisse disputat, et nos confitemur. Sed hoc loco non ab re fuerit lectorem admonere quo alio nomine suspecta Sollerio sit Vigilii commemoratio. Nimirum illi minus arridet longa illa oratio, quae a nativa Usuardi simplicitate omnino abhorret, quamque multo magis refert ista, qua xxxi Januarii usus fuerat: Apud Trientinam urbem, sancti Vigilii episcopi et martyris. Imo brevitas illa et simplicitas ita Sollerium delectat et capit, ut illam pro norma esse velit: Valeat hic, inquit, receptissima nostra regula, videlicet, primigeniam puritatem eo magis elucescere, quo textus brevior fuerit et simplicior. At, Solleri, cur die xxi hujus mensis Eusebii elogium tam breve, tam simplex repudiasti, praetulisti compositum et falsis titulis inflatum? Cur die xxv Pratense sancti Gallicani elogium, quamvis articulum fere totum impleat, Usuardinum esse judicasti? multo brevius et simplicius tuus Tornacensis codex repraesentabat. Cur die xviii Maii Marci et Marcelliani elogium exscripsisti totum? Quam breve, quam simplex tibi offerebat Pulsanensis codex: Romae, natalis SS. martyrum Marci et Marcelliani. Idem die xv simpliciter nominat Vitum, Modestum et Crescentiam; cur totos tres versus maluisti? Tornacensis codex media fere parte truncat beati Nazarii martyris elogium die xiii. Cur Pratensem aliosque illi praehabendos existimasti? Quid multis moror? Nullam fere toto tuo Martyrologio diem vidi, qua aliud alio brevius et simplicius elogium non afferatur, et qua simul a tua regula non recesseris. Jam tu a me non postulas, ut rationibus approbem Vigilium ab Usuardo ex die xxxi Januarii erasum et in hanc diem justa causa fuisse reservatum. Rem tui fatentur: Diem martyrii, inquiunt, acta nulla exprimunt: sed ecclesia Tridentina festum S. Vigilii celebrat vi Kal. Julii, verosimiliter ut natalem. Talem certe videtur judicasse Florus Lugdunensis, quando suis ad Bedae genuinum Martyrologium additamentis, S. Vigilii elogium addidit. Neque solum ex hoc articulo Vigilium expunxit Pratensis codicis reprehensor, sed et Salvium Engolismensem, cujus loco Perseverandam substituendam esse censuit. Quibus tandem argumentis? Silentio suorum codicum de sancto Salvio, et eorumdem de Perseveranda consensione. Jam dixi non semel utrumque istud argumentum nullius esse roboris: mirandum non esse quod Solleriani codices de cujuspiam sancti mentione consentiant qui deest in Pratensi, aut in illis desint sancti, quos Pratensis exhibet; id inde accidisse, quod omnes fere codices e primo Usuardini Martyrologii exemplo transumpti fuerint, et ab Usuardo deletae commemorationes fuerint, quae sibi minime probabantur; aut additae, quas potiores ducebat. Itaque hinc erasit Perseverandam, quia lectis actis advertit non vi sed vii Kal. hujus mensis obiisse diem. Sic enim Acta: Celebratur depositio ipsius virginis vii Kalendas Julii, etc. Salvium autem subrogavit, quia hunc esse mortis ejus diem Acta testantur: Martyrizati sunt pariter S. Salvius et discipulus ejus cum eo sub Vuinegardo vi Kal. Julii. Sin inficiatur Sollerius ab Usuardo lecta fuisse S. Salvii Acta, quidni Florum et Wandalbertum imitatus fuisset qui ambo hoc die de illo praesule mentionem fecerunt? Hic admoneo Sollerium male oculatum fuisse hoc die ejus inspectorem, qui lituram in Pratensi codice sibi videre visus est. Sana tota est haec pagina, intacta tota a scalpelli acumine. Sed unum est ex paucis illis foliis, quae substituta sunt loco eorum quae Usuardus ipse avulsit: aut quia prae liturarum numero legi non poterant, aut quia scalpelli acies membranam ipsam laceraverat. Cur autem Castellanus scripserit deletum fuisse Salvium, causam hanc fuisse suspicor. In altero post Salvium folio, paulo superius tamen, medius versus scissus est aut sectus, ita ut supera litterarum pars ab infera separetur. Ne vero litterae illae excederent, manus recentior quidem, sed illis tamen temporibus vicina, supra rimam aut scissionem scripsit quod supererat ex S. Marcelli elogio sic: tari viro martyrio coronatus est. Ante autem in superiore versu sunt haec, una cum Anastasio mili... Itaque de folio scripsit quod in altero viderat oculatissimus Castellanus, cujus tamen testimonio fretus noster censor sic in Pratensem codicem declamitat: Jam vero Pratensem illum codicem hic denuo erasorum et superscriptorum, quidni et suppositorum nominum vitio laborare comperit in hisce rebus oculatissimus clar. Castellanus, qui fontem consuluit, etc. Deinde sollicite investigat unde petitus Salvius in nostrum codicem inductus fuerit, suspicaturque e Sangermanis monachis aliquem fuisse, qui hoc additamento sinceram et primigeniam Usuardi simplicitatem interpolaverit. Quibus nugis, ne quid dicam asperius, refellendis tempus non consumam. Dixisse Sollerio dolebit, et pro indictis haberi volet. (BOUILLART.)	martyrii palmam gladio caedente perceperunt. (a) Apud Trientinam urbem	yes, key read at the plate 2026-09-22 (leaf n102, corners 195/196); note runs the full NOTAE section across both page columns, signed (BOUILLART.) at the end corners 195/196	cn
109	0209	a	Haec verba, non tamen... scribit, a Sollerio praetermissa sunt in sua Usuardi editione, quae tamen vere sunt Usuardina et in autographo pure, simpliciter et prima manu conscripta, nullo liturae vestigio, nullo atramenti discrimine, eadem litterarum forma. Idem Aratoris testimonium refert Dervensis codex, ut non dubium sit quin fuerit ab Usuardo scriptum. Quidquid garrit Sollerius in hunc locum, Usuardum Adonis opinioni adhaesisse; ut istum, sic et illum somniasse utrumque apostolum non evoluto anni tempore, sed uno eodemque Neronis xvi martyrium subiisse; Aratoris sententiam a recentiori aliquo sciolo esse intrusam: haec omnia verba sunt, praetereaque nihil. Hic non quaero utrum ducem sequi debuerit Usuardus, Adonem an Aratorem. Adoni favent Dionysius Corinthius, Bucherii Kalendarium, Epiphanius, Hieronymus, Asterius et concilium Lateranense sub Gelasio: ante Aratorem in eadem sententia fuerant Prudentius, Augustinus, Nilus apud Photium. At si verum est, quod affirmat Lateranense concilium, postremam hanc opinionem ab haereticis fuisse profectam, nescio qua mente dicere potuerit Sollerius hoc esse Adonis somnium, nisi forte somnium illud ad Adonem venerit ex porta cornea, qua veris datur exitus umbris.	[ *Addit Bouillart.:* (a) Non tamen eadem die	yes, key read at the plate 2026-09-22 (leaf n109, corners 209/210); note is unsigned, follows the NOTAE header corners 209/210; anchor re-taken from our Latin 2026-09-22; transcriber remark moved out of the note text: unsigned	cn
111	0213	a	De tribus ultimis commemorationibus Carolinum autographum sic habet : *Aninsulæ in monasterio, sancti Carilefi presbiteri. Item in territorio Remensi sancti Theodorici presbiteri. In portu Valentianas, sancti Salvii confessoris.* In suo Codice Usuardus, pro *Aninsulæ in monasterio*, scripsit, *in pago Cinomannico*. Quæ correctio non hoc loco tantum, sed etiam pluribus aliis occurrit. Causam hanc esse verisimile est, quod plerisque multo minus nota sint peculiaria quædam loca, quam regiones, ubi sita sunt. Ut igitur quibus futurum in usu erat martyrologium, illi facilius perspectum haberent quibuscum communis ipsis erat in sanctum quempiam veneratio ; regiones potius ubi sanctorum cultus celebris erat, quam loca designavit. Forte etiam causæ huic accessit altera, nempe ut variaret orationem. Jam ante scripserat *in territorio Lugdunensi* pro peculiari loco, ubi sanctus Domicianus obierat et colebatur : postea scripsit *in pago Cinomannico* ut eodem modo alia tamen voce denotaret locum, ubi notus erat sanctus Carilefus. Atque sic minus affert fastidii vox *territorium*, qua in tertia commemoratione uti debebat. Addo hujus generis correctiones non venire in mentem interpolatori. Sane ejusmodi homines addere, demere, transferre soleant ; sed quid lucri est peculiaris loci nomen delere ut generalius regionis nomen indicetur? De sancto Theodorico nihil est, quod in tuenda correctione laborem. Illum presbyterum in Carolino autographo vocaverit ; confessoris titulo donaverit in suo codice, perinde est, et in nugis hujusmodi hariolari non vacat. Salvius autem quam docte hinc erasus fuerit, patet ex iis quæ ad diem 26 Junii observavimus. Denique sanctum Leonorium apposite hic memoratum fuisse, res est extra controversiam posita. Leonorius ille est, qui a puero educatus et primis religionis Christianæ elementis a sancto Hilduto imbutus, postea episcopus sine sede creatus est, ut Christi nomen quocunque ferre liberius posset. Celebris fuit sexto Ecclesiæ sæculo, regnante in Gallia Childeberto, cui acceptissimus erat. De illo plura narrant Usserius in Britannicarum Ecclesiarum antiquitatibus et Cointius in Annalibus Ecclesiasticis Francorum, quæ huc referre præsentis non est instituti.	sancti Eparchi confessoris. (a) In pago Cinomannico	yes, key read at the plate 2026-09-21 (leaf n111→n112, corners 213/214 (cont. 215/216)), transcribed by the translating stint; see src/english/9215/cruces-0000.md; transcriber remarks moved out of the note text 2026-09-22: n112:	cn
114	0219	a	Hanc codicis Pratensis lectionem, *sanctae Monegundis Deo sacratae*, Sollerius *optimam* esse confitetur. Sed quia Heriniensis et Tornacensis codices *religiosam* legunt, timuit ne vel in rebus nihili Pratensem antetulisse videretur.	Monegundis religiosae [ *Bouillart.* (a) Deo sacratae]	yes, key read at the plate 2026-09-21 (leaf n114, corners 219/220), transcribed by the translating stint; see src/english/9215/cruces-0004.md; anchor re-taken from our Latin 2026-09-22	cn
123	0237	a	Carolinum autographum socios adjungit sancto Ciliano. Nulla tamen hic litura in Pratensi : quia folium aliud est, quod nunquam non animadverti, ubi litura non videtur et codex tamen a Carolino autographo discrepat. BOUILLART.	Eodem die, (a) sancti Ciliani martyris	yes, key read at the plate 2026-09-22 (leaf n123, corners 237/238)	cn
128	0247	a	Cum solus veritatis amor me impulerit, ut hoc quantulumcunque opus susciperem, longe absum ut veritatem occultare velim aut etiam dissimulare, vel mihi incommodam. Itaque ultro fateor lituram hunc articulum deturpari ab hac voce cruciati ad finem ; et scripturam quae nunc liturae spatium occupat, alterius esse manus, licet Usuardo aequalis. Non idcirco tamen ausim affirmare, ut hoc Sollerius, Martianam intrusam fuisse. Rem in medio relinquo; quam lector, si velit, definiet auctoritate trium codicum Antuerp.-Maj., Rosweyd., Aquicinct., quos Sollerius Pratensem secutos esse testatur, et trium Pratensium B, D, E, Conchens. et Montisburg., qui lectionem eamdem referunt. BOUILLART.	[ *Interserit Bouillart.:* (a) In Mauritania Caesariensi, sanctae	yes, key read at the plate 2026-09-22 (leaf n128, corners 247/248); anchor re-taken from our Latin 2026-09-22	cn
129	0249	a	Sanctus Dius additus hic est ab Usuardo post oblatum Carolo regi primum sui Martyrologii exemplum. De illo sancto nihil in Dervensi codice. Illum memorant Hieronymiani indices et Ado. BOUILLART.	In Caesarea, sancti Dii (a).	yes, key read at the plate 2026-09-22 (leaf n129, corners 249/250)	cn
143	0277	a	Post Damascenos martyres in Carolino autographo sic : *Civitate Corduba sancti Pauli diaconi et martyris. Ipso die sanctae Margaritae virginis.* Utraque illa commemoratio nunquam ab Usuardo facta scripto est. Unus duntaxat versus scalpello rasus est ; quod spatium nunquam Paulum et Margaritam continere potuit. Cur ergo Codices omnes, praeter Pratensem, utrumque commemorant ? forte memoriter Margaritam dictavit Usuardus : forte etiam paulo post Usuardum addita est. Nodus inextricabilis, donec ex aliqua Bibliotheca prodeat Codex ipse, qui Carolo regi oblatus fuit. Quod ad sanctum Paulum attinet, difficile dictu cur illum deleverit Usuardus : nam ipsi videntur cordi fuisse sancti ex Hispania, et suum hic Paulus occupasset locum ; si quidem teste domno Eulogio martyre, obierit ille XIII Kal. Augusti, feria 2, an. 851. Quantum conjectura assequi possum, concurrentibus eodem die duobus sanctis, quorum alter longinquae regionis, alter vicinus erat, hunc alteri praeposuit Usuardus. Sancti Vulmari vitam habes parte I tertii saeculi Bened., p. 234.	. . . . . cum aliis decem. (a) In pago Bononiensi	yes, key read at the plate 2026-09-21 (leaf n143, corners 277/278), transcribed by the translating stint; see src/english/9215/cruces-0004.md	cn
157	0305	a	Nescio quo casu in hunc articulum irrepserint in Dervensi codice Simplicius, Faustinus et Beatrix, quos memorat Pratensis codex in articulo sequente. Nam in isto nulla hic litura est, nec aliud folium. Neque etiam hic bene collocati fuissent. Sic enim Acta apud Monbritium : *Tunc beata Beatrix, una cum beatis Crispo et Joanne presbiteris aliisque Christianis levaverunt corpora SS. martyrum Simplicii et Faustini de fluvio* (Tiberi, quo, Diocletiano et Maximiano imperatoribus, praecipitati fuerant), *et sepelierunt ea ibi in sexto Philippi, IV Kalendas Augustas.* Vide etiam Aringhum in Roma subterranea, l. II, c. 20, p. 365 et 366. Si fidem facere possint edita a Monbritio sanctorum illorum Acta, facile esset definire quo anno martyrii laudem adepti sint. Narrant enim Acta illa S. Beatricem, postquam IV Kal. Aug. supremum officium fratribus persolvit, venisse ad matronam quamdam venerabilem nomine Lucinam, moratam esse apud eam per menses septem ; a Lucretio quodam impactam in carcerem, noctu in carcere a perditi illius hominis servis praefocatam, et a Lucina in sexto Philippi, IV Kal. Aug., sepultam fuisse. Anno igitur post suos fratres vita decessit Beatrix. Eodem, ut videtur, anno Lucina, cum poenarum asperitate territa fugeret, admonita fuit a Beatrice non abscederet, in hoc mense datum iri pacem ecclesiis Christi ; hic vero mensis erat Augustus. At mors Maximini, quae contigit mense Augusto anni 312 vel 313, pacem ecclesiis reddidit. Passi sunt igitur Simplicius et Faustinus anno 311 vel 312, Beatrix autem anno 312 vel 313. Tillemontius tom. V, p. 560, suspicatur illud Beatricis vaticinium intelligendum esse de anno 305, quo imperio cessit Diocletianus. At potestne pax appellari, quae cessionem illam consecuta est ? Deinde cessit Diocletianus mense Maio, et nihil in Actis vidi quod mense Maio Lucinam admonitam esse significet. Neque huic conjecturae quidquam officere arbitror prima haec Actorum verba : *Temporibus Diocletiani et Maximiani*, etc. Nam vaga haec temporis assignandi ratio tam facile de vita amborum aut alterutrius, quam de imperio explicari potest : et id solum si peccarent Acta, nullus dubito quin omnibus probarentur. BOUILLART.	sancti Peregrini presbiteri, cujus beatitudinem miraculorum gloria testatur (a).	yes, key read at the plate 2026-09-22 (leaf n157, corners 305/306)	cn
159	0309	a	Praeter ista verba, civitate Trecas, tota S. Lupi commemoratio litura superinducta est ; cujus tamen liturae nec in Dervensi, nec in Sollerianis codicibus, index ullus, ullum vestigium. Quae res Pratensem codicem omni interpolationis suspicione liberat. Hinc enim effici ne Sollarius quidem negaverit lituram illam esse quovis alio exemplo antiquiorem, atque adeo ab auctore ipso factam. Fuerint igitur caeterae correctiones eadem scriptae manu ac ista, certum erit correctiones omnes ab ipso auctore scriptas. An vero omnes ejusdem sint manus, oculorum esto judicium. BOUILLART.	Beatrix vero, soror eorum, in Christi confessione praefocata est in carcere. (a) Civitate Trecas, sancti Lupi	yes, key read at the plate 2026-09-22 (leaf n159, corners 309/310)	cn
176	0343	a	Locus ubi nunc legitur sancti Severi commemoratio, erasus olim fuit. Item articulus sequens a capite ad calcem totus est scalpello laceratus, tacente Sollerio et correctionem admittente. Quinam olim fuerunt sancti his locis memorati ? quo abierunt, R. P., tui illi antiqui codices, unde sumendam putas primigeniam Usuardi nativamque simplicitatem ? Illos in medium profer, ut soles, ostenta. Nihilne fraudis hic et imposturae latet ? nonne *Usuardi symmista aliquis exstitit, qui suum stylum ad Usuardinum accommodandum esse censuerit ?* Sed, amoto ludo, fatere tandem lituras et emendationes nihil quidquam nocere Usuardini textus puritati, cum, quae totum codicem descripsit, eadem correxit manus.	tempore Diocletiani imperatoris. (a) Apud Viennam Galliae urbem	yes, key read at the plate 2026-09-21 (leaf n176, corners 343/344), transcribed by the translating stint; see src/english/9215/cruces-0004.md	cn
182	0355	a	Pro *eodem die passi sunt Romae sub praefecto Pertinace*, quae suo codici Usuardus addidit, in Carolino autographo sic erat : *Passi sunt item eodem die in praefata urbe.* Correctionem ab Usuardo factam esse nemo sanorum oculorum dubitaverit. At unde didicerit eodem die passos illos esse martyres, praefectum Urbis tunc fuisse Pertinacem ; Nimmiam et Julianam aliosque viginti socios Quiriaco, Largioni et Crescentiano adjungendos esse ; omnes denique illos martyres die XII Augusti in coelos migrasse, plane nescio. Nihil horum videre memini in Actis B. Marcelli apud Monbritium, nec uspiam alibi. Sed haec omnia argumento sunt Usuardum ex Adone aliisque Martyrologiis sumpsisse quae pro suis uteretur, cum nihil melius habuit ; multaque legisse, quae nunquam illi legerant. Utinam quae sanctorum illorum martyrum Acta vidit, ea nunc e tenebris prodirent. Nam in iis quae sunt edita, quot versus totidem fere fabulae. BOUILLART.	Quiriacus [ *Bouillart.:* (a) eodem die passi sunt	yes, key read at the plate 2026-09-21 (leaf n182, corners 355/356), transcribed by the translating stint; see src/english/9215/cruces-0004.md; anchor re-taken from our Latin 2026-09-22	cn
183	0357	a	Aequali quidem, sed certe non eadem manu addita est huic articulo sancta Radegundis ; quam tamen ut ab Usuardo scriptam admittit Sollerius, nulla interim pristinae liturae facta mentione, quam dissimulat, quoties nihil in suis codicibus occurrit quo Pratensi codici actionem interpolationis intendere valeat. Nec ullum hujus liturae in Dervensi codice, vestigium quamvis omnino duo versus erasi fuerint. Fuerunt igitur erasi ante ullum aliud exemplum. Ergo ab auctore. BOUILLART.	dilata morte faciebat. (a) Pictavis, sanctae Radegundis	yes, key read at the plate 2026-09-21 (leaf n183+n184, corners 357/358+359/360), transcribed by the translating stint; see src/english/9215/cruces-0004.md	cn
199	0389	a	Multum differt Carolinum autographum. Zacheus qui quarto loco hic, in Dervensi codice ponitur secundo. Claudius ejusque socii, qui secundam in Pratensi, tertiam in Dervensi sedem occupant. Denique sanctus ille Claudius, qui quatuor in Pratensi socios habet, nonnisi duos habet in Dervensi, nempe Asterium et Neonem. Atque ut haec omnia corrigeret Usuardus, in suo codice totos quinque versus oblitteravit. Non dicam eamdem esse manum, id centies iterasse sat est. Videamus quibus causis ad corrigendum adductus fuerit Usuardus. De ordine quo sanctos illos composuit, Sollerius, opinor, auctorem in jus non vocabit. Res est nihili, in qua defendenda religioni fuerit immorari. Neque etiam inficiabitur Pratensis codicis censor, Claudio, Asterio et Neoni recte adjectas fuisse Domninam et Theonillam. Habemus eorum acta proconsularia integra atque germana, ubi quinque illi martyres nominatim ad confitendam fidem vocantur et suppliciis cruciantur ; et in fine, *habita est passio haec in civitate Aegea, sub Lysia praeside*, x *Kal. Sept. Augusto et Aristobolo consulibus*. In Carolino autographo non fuerunt haec verba, *qui post acerba tormenta cruci affixi sunt*, quae tamen Sollerius ut Usuardina suo articulo inseruit. Tres martyres Claudius, Asterius, Neon in Dervensi codice nullo addito nominantur. BOUILLART.	Claudii, Asterii, Neonis, (a) Domninae et Theonillae	yes, key read at the plate 2026-09-21 (leaf n199, corners 389/390), transcribed by the translating stint; see src/english/9215/cruces-0004.md	cn
203	0397	a	Dervensis codex: *in Hispania civitate Italica*. Delevit Usuardus in suo codice, *in Hispania*, qua de causa, quis dixerit ? an quia de urbe satis nota loquens inutile judicaverit regionem appellare, in qua sita erat ? De S. Geruntio nihil apud martyrologos, qui Usuardum aetate superant. Illius cultum in Hispania dubio procul accepit. Quod antiquius habetur de illo Geruntio, est epigramma Isidori Hispalensis quod manu exaratum legit et suo martyrologio Hispanico intexuit Joannes Tamayus Salazar. In illo epigrammate Geruntius dicitur carceris famisque suppliciis passus sub Nerone. Unde colligit Salazar passum esse circa annum 68, quo vehementius in Hispania saeviebat Neronis crudelitas. BOUILLART.	In Hispania (a) civitate Italica, sancti Gerontii episcopi	yes, key read at the plate 2026-09-22 (leaf n203, corners 397/398)	cn
